SampleName,ImmGen.Nomenclature,Population,Cell.Family,Organ,Sorting.Markers,Lab,Note,sample.id,Well,Owner,Batch,Total.read.pairs,Uniquely.mapped.pairs,Uniquely.mapped.pct,Num.genes.over.ten,Num.genes.over.zero,TIN.mean,TIN.median,TIN.stdev
DC.CD103+CD11b+.PP#5,DC.8an103p.PP.3,DC.8an103p.PP,Dendritic Cell,Peyer's Patch,PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a- CD103+ CD11b+,Paidassi,8 mice pooled for this sample,000008550869_A05,A05,Helena Paidassi,42,10726686,7522889,70.13,11039,17704,61.17620553,66.15825788,21.36487675
DC.CD103+CD11b+.PP#6,DC.8an103p.PP.4,DC.8an103p.PP,Dendritic Cell,Peyer's Patch,PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a- CD103+ CD11b+,Paidassi,8 mice pooled for this sample,000008550869_B05,B05,Helena Paidassi,42,13666666,9696069,70.95,12212,24798,62.48149331,66.98188773,19.91312319
DC.CD103-CD11b+.MLN#3,DC.8an103n11bn.MLN.1,DC.8an103n11bn.MLN,Dendritic Cell,Lymph Node (Mesenteric),PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a- CD103- CD11b-,Paidassi,7 mice pooled for this sample,000008530569_F06,F06,Helena Paidassi,28,15260592,9905927,64.91,12906,23160,60.90886229,64.29981644,17.75681502
DC.CD103-CD11b+.MLN#4,DC.8an103n11bn.MLN.2,DC.8an103n11bn.MLN,Dendritic Cell,Lymph Node (Mesenteric),PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a- CD103- CD11b-,Paidassi,8 mice pooled for this sample,000008530569_G06,G06,Helena Paidassi,28,19530118,12644086,64.74,14237,23808,64.32278863,68.12229318,17.27345112
DC.CD103-CD11b+.PP#3,DC.8an103n11bn.PP.1,DC.8an103n11bn.PP,Dendritic Cell,Peyer's Patch,PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a- CD103- CD11b-,Paidassi,7 mice pooled for this sample,000008530569_F07,F07,Helena Paidassi,28,18990316,13201139,69.52,13165,21564,67.02735925,71.67105347,17.31014415
DC.CD103-CD11b+.PP#5,DC.8an103n11bn.PP.3,DC.8an103n11bn.PP,Dendritic Cell,Peyer's Patch,PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a- CD103- CD11b-,Paidassi,8 mice pooled for this sample,000008550869_E05,E05,Helena Paidassi,42,13034395,9469947,72.65,11945,19006,63.83199897,68.51384527,19.64687643
DC.CD103-CD11b+.PP#6,DC.8an103n11bn.PP.4,DC.8an103n11bn.PP,Dendritic Cell,Peyer's Patch,PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a- CD103- CD11b-,Paidassi,8 mice pooled for this sample,000008550869_F05,F05,Helena Paidassi,42,10135677,7275963,71.79,11216,20018,60.75060688,65.54613317,21.36247094
MF.CD102+F4/80+.PC#3,MF.PC.23,MF.PC,Macrophage,Peritoneal Cavity,CD102+ F4/80+,Paidassi,7 mice pooled for this sample,000008530569_F05,F05,Helena Paidassi,28,18806899,12077708,64.22,12680,23112,62.3447149,65.35725848,17.28503619
MF.CD102+F4/80+.PC#4,MF.PC.24,MF.PC,Macrophage,Peritoneal Cavity,CD102+ F4/80+,Paidassi,8 mice pooled for this sample,000008530569_G05,G05,Helena Paidassi,28,13937517,9393105,67.39,11932,21982,62.66146397,66.09114611,17.64745297
MF.CD102+F480+.PC#5,MF.PC.39,MF.PC,Macrophage,Peritoneal Cavity,CD102+ F4/80+,Paidassi,8 mice pooled for this sample,000008550869_E03,E03,Helena Paidassi,42,14373098,10474870,72.88,11426,17502,64.94336121,70.35345014,19.12536216
MF.CD102+F480+.PC#6,MF.PC.40,MF.PC,Macrophage,Peritoneal Cavity,CD102+ F4/80+,Paidassi,8 mice pooled for this sample,000008550869_F03,F03,Helena Paidassi,42,14856124,10706322,72.07,11430,18439,64.68480363,69.72018792,19.2134684
PC.SPM#3,MF.226pIIp.PC.1,MF.226pIIp.PC,Macrophage,Peritoneal Cavity,CD11b+ CD115+ MHCII+ CD226+,Randolph,NA,000008550869_B06,B06,Kiwook Kim,42,13441266,9571477,71.21,10689,16151,62.80054697,68.13034007,20.84729377
PC.SPM#5,MF.226pIIp.PC.3,MF.226pIIp.PC,Macrophage,Peritoneal Cavity,CD11b+ CD115+ MHCII+ CD226+,Randolph,NA,000008550869_D06,D06,Kiwook Kim,42,6033541,4206677,69.72,9180,13995,55.18889173,59.24423,23.74249734
PC.SPM#6,MF.226pIIp.PC.4,MF.226pIIp.PC,Macrophage,Peritoneal Cavity,CD11b+ CD115+ MHCII+ CD226+,Randolph,NA,000008550869_E06,E06,Kiwook Kim,42,14290424,10195326,71.34,10790,16660,63.38233755,68.38973601,20.50572756
MF.ICAM2+480hi.PC#2,MF.226pIIp480lo.PC.1,MF.226pIIp480lo.PC,Macrophage,Peritoneal Cavity,CD115+CD11b+F4/80+CD102+MHCIIloCD226-,Randolph,480hi and 480lo samples accidentally swapped,SSF-2004_A10,A10,Kiwook Kim,22,5204094,3626783,69.69,9614,17053,55.00784299,58.53860774,21.11750534
MF.ICAM2+480hi.PC#1,MF.226pIIp480lo.PC.2,MF.226pIIp480lo.PC,Macrophage,Peritoenal Cavity,CD115+CD11b+F4/80+CD102+MHCIIloCD226-,Randolph,480hi and 480lo samples accidentally swapped,SSF-2004_H09,H9,Kiwook Kim,22,7351768,5200237,70.73,10171,17729,59.68049037,64.550625,20.25098346
MF.480+.SP#1,MF.480p.SP.1,MF.480p.SP,Macrophage,Spleen,CD19-Ly6G-CD115- CD45+CD11bloF4/80+MerTK+CD64+,Randolph,NA,SSF-2004_F09,F9,Kiwook Kim,22,6718602,4766147,70.94,10767,17659,56.67898896,60.22948914,19.47219897
MF.480+.SP#2,MF.480p.SP.2,MF.480p.SP,Macrophage,Spleen,CD19-Ly6G-CD115- CD45+CD11bloF4/80+MerTK+CD64+,Randolph,NA,SSF-2004_G09,G9,Kiwook Kim,22,6146819,4641802,75.52,10647,17553,58.36035893,62.44699623,19.18168449
AT.Ing#1,MF.480p64pMerTKp.WAT.1,MF.480p64pMerTKp.WAT,Macrophage,Inguinal fat,CD45+ CD11b+ MerTK+ CD64+ F4/80+,Randolph,NA,000008550869_A07,A07,Kiwook Kim,42,8996646,6547193,72.77,10579,16693,59.07393996,63.41409682,21.76103173
AT.Ing#2,MF.480p64pMerTKp.WAT.2,MF.480p64pMerTKp.WAT,Macrophage,Inguinal fat,CD45+ CD11b+ MerTK+ CD64+ F4/80+,Randolph,NA,000008550869_B07,B07,Kiwook Kim,42,9463806,7022132,74.2,11246,18430,60.68668026,65.12917803,20.80140972
AT.Ing#3,MF.480p64pMerTKp.WAT.3,MF.480p64pMerTKp.WAT,Macrophage,Inguinal fat,CD45+ CD11b+ MerTK+ CD64+ F4/80+,Randolph,NA,000008550869_C07,C07,Kiwook Kim,42,11573604,8543925,73.82,11017,18542,61.53492354,65.98517212,20.68034264
MS.Meso#1,MF.480p64pLyve1p.MS.1,MF.480p64pLyve1p.MS,Macrophage,Mesenteric Sheet,CD45+ CD11b+ CD64+ F4/80+ Lyve1+,Randolph,NA,000008550869_H07,H07,Kiwook Kim,42,5406142,4204432,77.77,9634,15826,54.46704723,58.15837792,23.32343263
MS.Meso#2,MF.480p64pLyve1p.MS.2,MF.480p64pLyve1p.MS,Macrophage,Mesenteric Sheet,CD45+ CD11b+ CD64+ F4/80+ Lyve1+,Randolph,NA,000008550869_A08,A08,Kiwook Kim,42,6700531,4995903,74.56,9759,15776,53.82171158,57.61647303,24.0986158
MS.Meso#3,MF.480p64pLyve1p.MS.3,MF.480p64pLyve1p.MS,Macrophage,Mesenteric Sheet,CD45+ CD11b+ CD64+ F4/80+ Lyve1+,Randolph,NA,000008550869_B08,B08,Kiwook Kim,42,8959588,6850901,76.46,10461,16232,59.33007427,64.38581937,22.48643331
MS.Meso#4,MF.480p64pLyve1p.MS.4,MF.480p64pLyve1p.MS,Macrophage,Mesenteric Sheet,CD45+ CD11b+ CD64+ F4/80+ Lyve1+,Randolph,NA,000008550869_C08,C08,Kiwook Kim,42,9395782,7070986,75.26,10544,16740,59.59514693,64.91277994,22.01463612
AT.Epi#1,MF.480p64pMerTKp.AT.1,MF.480p64pMerTKp.AT,Macrophage,Epididymal fat,CD45+ CD11b+ MerTK+ CD64+ F4/80+,Randolph,NA,000008550869_F06,F06,Kiwook Kim,42,13381776,9646934,72.09,11837,20473,62.73248602,66.97316897,19.36940825
AT.Epi#2,MF.480p64pMerTKp.AT.2,MF.480p64pMerTKp.AT,Macrophage,Epididymal fat,CD45+ CD11b+ MerTK+ CD64+ F4/80+,Randolph,NA,000008550869_G06,G06,Kiwook Kim,42,8241985,6110587,74.14,10495,18322,56.65185517,60.35241323,22.30298255
AT.Epi#3,MF.480p64pMerTKp.AT.3,MF.480p64pMerTKp.AT,Macrophage,Epididymal fat,CD45+ CD11b+ MerTK+ CD64+ F4/80+,Randolph,NA,000008550869_H06,H06,Kiwook Kim,42,10306505,7610534,73.84,10971,18214,61.55011775,65.78657094,20.07088027
AT.Mes#1,MF.480p64pMerTKp.MAT.1,MF.480p64pMerTKp.MAT,Macrophage,Mesenteric Fat,CD45+ CD11b+ MerTK+ CD64+ F4/80+,Randolph,NA,000008550869_D07,D07,Kiwook Kim,42,5476553,3943087,72,9874,17185,52.41259912,55.09481125,22.69325634
AT.Mes#2,MF.480p64pMerTKp.MAT.2,MF.480p64pMerTKp.MAT,Macrophage,Mesenteric Fat,CD45+ CD11b+ MerTK+ CD64+ F4/80+,Randolph,NA,000008550869_E07,E07,Kiwook Kim,42,11623692,8365964,71.97,11264,18891,61.5641666,65.72446389,19.9934817
AT.Mes#3,MF.480p64pMerTKp.MAT.3,MF.480p64pMerTKp.MAT,Macrophage,Mesenteric Fat,CD45+ CD11b+ MerTK+ CD64+ F4/80+,Randolph,NA,000008550869_F07,F07,Kiwook Kim,42,7281531,5452289,74.88,10438,16853,56.96978285,61.36242365,22.51577263
AT.Mes#4,MF.480p64pMerTKp.MAT.4,MF.480p64pMerTKp.MAT,Macrophage,Mesenteric Fat,CD45+ CD11b+ MerTK+ CD64+ F4/80+,Randolph,NA,000008550869_G07,G07,Kiwook Kim,42,6276652,4599748,73.28,10605,16758,54.71133617,58.01796139,22.51039379
Sp.RP.Mac#3,MF.64pMerTKp11blo.Sp.1,MF.64pMerTKp11blo.Sp,Macrophage,Spleen,CD45+ CD11blo CD64+ CD11c+ SiglecF+,Randolph,NA,000008550869_G08,G08,Kiwook Kim,42,11927246,9008523,75.53,11548,17919,62.74672205,67.68234279,20.48466258
Sp.RP.Mac#4,MF.64pMerTKp11blo.Sp.2,MF.64pMerTKp11blo.Sp,Macrophage,Spleen,CD45+ CD11blo CD64+ CD11c+ SiglecF+,Randolph,NA,000008550869_H08,H08,Kiwook Kim,42,9916258,7585152,76.49,11233,17239,61.64032553,66.7383413,21.08012787
Lu.AM#1,MF.alv.11cp64pSiglecFp.Lu.1,MF.alv.11cp64pSiglecFp.Lu,Macrophage,Lung,CD45+ CD11blo CD64+ CD11c+ SiglecF+,Randolph,NA,000008550869_D08,D08,Kiwook Kim,42,5918557,4284094,72.38,9553,14180,57.9049217,62.70059865,22.83555736
Lu.AM#2,MF.alv.11cp64pSiglecFp.Lu.2,MF.alv.11cp64pSiglecFp.Lu,Macrophage,Lung,CD45+ CD11blo CD64+ CD11c+ SiglecF+,Randolph,NA,000008550869_E08,E08,Kiwook Kim,42,10420957,7694106,73.83,10316,15190,62.3114048,67.76227869,21.23031832
Lu.AM#3,MF.alv.11cp64pSiglecFp.Lu.3,MF.alv.11cp64pSiglecFp.Lu,Macrophage,Lung,CD45+ CD11blo CD64+ CD11c+ SiglecF+,Randolph,NA,000008550869_F08,F08,Kiwook Kim,42,7610050,5675688,74.58,10063,14525,59.23683602,64.64756834,22.49407853
DRG1#1,MF.DRG.1,MF.DRG,Macrophage,Dorsal root ganglia,CD45+CX3CR1gfp+CD64+,Randolph,NA,000008550869_B11,B11,Peter Wang,42,8340650,6093617,73.06,10247,15579,51.08943022,51.69310714,24.26733148
DRG4#1,MF.DRG.4,MF.DRG,Macrophage,Dorsal root ganglia,CD45+CX3CR1gfp+CD64+,Randolph,NA,000008550869_E11,E11,Peter Wang,42,11624175,8841951,76.07,11595,16996,62.20528458,66.91583657,20.09907888
F1#1,MF.FC.1,MF.FC,Macrophage,Fascia,CD45+F4/80+CD64+,Randolph,NA,000008550869_C10,C10,Peter Wang,42,4225385,3072362,72.71,9320,14371,48.30694441,48.57176337,23.91973944
F3#1,MF.FC.3,MF.FC,Macrophage,Fascia,CD45+F4/80+CD64+,Randolph,NA,000008550869_E10,E10,Peter Wang,42,11887718,8781234,73.87,11483,16688,60.82428983,64.84699683,20.45546897
MF.45lo.microglia.CNS#1,MF.microglia.CNS.1,MF.microglia.CNS,Microglia,Brain,CD19-CD3-Ly6G-CD45loCD11b+ CD64+ F4/80loCD206-,Randolph,NA,SSF-2004_D10,D10,Kiwook Kim,22,3381184,2464623,72.89,9346,15556,50.48737394,53.01706331,20.43087852
MF.45lo.microglia.CNS#2,MF.microglia.CNS.2,MF.microglia.CNS,Microglia,Brain,CD19-CD3-Ly6G-CD45loCD11b+ CD64+ F4/80loCD206-,Randolph,NA,SSF-2004_E10,E10,Kiwook Kim,22,4862096,3720055,76.51,10176,16662,56.06003482,59.26241954,19.48041719
MF.45lo.microglia.CNS#3,MF.microglia.CNS.3,MF.microglia.CNS,Macrophage,Brain,CD45lo F4/80lo CD206lo CD11b+ CD64+,Randolph,NA,000008550869_B09,B09,Kiwook Kim,42,11500733,9145602,79.52,11211,17296,62.6339962,67.83203795,20.72685781
MF.45lo.microglia.CNS#4,MF.microglia.CNS.4,MF.microglia.CNS,Macrophage,Brain,CD45lo F4/80lo CD206lo CD11b+ CD64+,Randolph,NA,000008550869_C09,C09,Kiwook Kim,42,9231493,7366103,79.79,10717,15807,60.19213885,65.508513,21.90469255
MF.45lo.microglia.CNS#5,MF.microglia.CNS.5,MF.microglia.CNS,Macrophage,Brain,CD45lo F4/80lo CD206lo CD11b+ CD64+,Randolph,NA,000008550869_D09,D09,Kiwook Kim,42,6486616,5142179,79.27,10181,15006,58.75101429,63.82877495,22.18476595
MF.226+II+480lo.PC#2,MF.PC.25,MF.PC,Macrophage,Peritoneal Cavity,CD115+CD11b+F4/80loCD102loMHCII+CD226+,Randolph,480hi and 480lo samples accidentally swapped,SSF-2004_C10,C10,Kiwook Kim,22,5732909,3996240,69.71,9978,17599,56.52793174,60.43818291,20.45567105
MF.226+II+480lo.PC#1,MF.PC.26,MF.PC,Macrophage,Peritoneal Cavity,CD115+CD11b+F4/80loCD102loMHCII+CD226+,Randolph,480hi and 480lo samples accidentally swapped,SSF-2004_B10,B10,Kiwook Kim,22,4935811,3423475,69.36,9691,17377,54.11016334,57.50388666,20.79768017
SN1#1,MF.SN.1,MF.SN,Macrophage,Sciatic nerve,CD45+CX3CR1gfp+CD64+,Randolph,NA,000008550869_F10,F10,Peter Wang,42,15869336,11494380,72.43,12589,20255,65.27237232,68.76549365,17.13261919
SN3#1,MF.SN.3,MF.SN,Macrophage,Sciatic nerve,CD45+CX3CR1gfp+CD64+,Randolph,NA,000008550869_H10,H10,Peter Wang,42,11305024,8467291,74.9,11664,19313,63.2166847,67.14725903,18.46230958
SC1,MG.SC.1,MG.SC,Microglia,Spinal Cord,"45lo, Cx3cr1+, 64+",Randolph,NA,000008555669_G03,G03,Peter Wang,43,17166702,12087258,70.41,12849,25284,59.28077705,62.41651623,18.08185826
SC2,MG.SC.2,MG.SC,Microglia,Spinal Cord,"45lo, Cx3cr1+, 64+",Randolph,NA,000008555669_H03,H03,Peter Wang,43,11356915,8576402,75.52,11800,19313,57.47114002,60.27620004,18.77733624
SC3,MG.SC.3,MG.SC,Microglia,Spinal Cord,"45lo, Cx3cr1+, 64+",Randolph,NA,000008555669_A04,A04,Peter Wang,43,10859088,7946761,73.18,11612,21042,56.55113468,59.69434987,18.8642588
Mo.6C-.Bl#1,Mo.6Cn.Bl.1,Mo.6Cn.Bl,Monocyte,Blood,B220-CD3-Ly6G-CD45+CD115+CD11b+Ly6C-,Randolph,NA,SSF-2004_D09,D9,Kiwook Kim,22,3809988,2443601,64.14,8774,19403,45.83889567,46.8244258,21.003984
Mo.6C-.Bl#2,Mo.6Cn.Bl.2,Mo.6Cn.Bl,Monocyte,Blood,B220-CD3-Ly6G-CD45+CD115+CD11b+Ly6C-,Randolph,NA,SSF-2004_E09,E9,Kiwook Kim,22,6731464,4525246,67.23,9970,22068,54.69215273,58.48898056,20.5901027
Mo.6C+.Bl#1,Mo.6Cp.Bl.1,Mo.6Cp.Bl,Monocyte,Blood,B220-CD3-Ly6G-CD45+CD115+CD11b+Ly6C+,Randolph,NA,SSF-2004_B09,B9,Kiwook Kim,22,7166920,4935468,68.86,10139,20561,56.99908148,61.29582714,20.56856333
Mo.6C+.Bl#2,Mo.6Cp.Bl.2,Mo.6Cp.Bl,Monocyte,Blood,B220-CD3-Ly6G-CD45+CD115+CD11b+Ly6C+,Randolph,NA,SSF-2004_C09,C9,Kiwook Kim,22,6459646,4454187,68.95,9927,19687,56.71111216,60.90918836,20.46317963
MF.Tim4-.PC#1.1,MF.B220n6Cn64pTim4n.PC.1,MF.B220n6Cn64pTim4n.PC,Macrophage,Peritoneal Cavity,"live	 single	 B220-	 Ly6C-	 F480+	 CD11b+	 CD64+	 Tim4-",Sieweke,Technical Duplicate 1,000008527969_C11,C11,Stephanie Vargas Aguilar,27,13878834,9268545,66.78,11149,17530,58.72059156,62.56557544,19.08515369
MF.Tim4-.PC#1.2,MF.B220n6Cn64pTim4n.PC.2,MF.B220n6Cn64pTim4n.PC,Macrophage,Peritoneal Cavity,"live	 single	 B220-	 Ly6C-	 F480+	 CD11b+	 CD64+	 Tim4-",Sieweke,Technical Duplicate 2,000008527969_D11,D11,Stephanie Vargas Aguilar,27,10171822,6561309,64.5,10415,16450,54.80906225,58.2292426,19.87986619
MF.Tim4-.PC#1.3,MF.B220n6Cn64pTim4n.PC.3,MF.B220n6Cn64pTim4n.PC,Macrophage,Peritoneal Cavity,"live	 single	 B220-	 Ly6C-	 F480+	 CD11b+	 CD64+	 Tim4-",Sieweke,Technical Duplicate 3,000008527969_E11,E11,Stephanie Vargas Aguilar,27,11362817,7591165,66.81,10739,16955,56.33456787,59.60478994,19.53425614
MF.Tim4+.PC#1.1,MF.B220n6Cn64pTim4p.PC.1,MF.B220n6Cn64pTim4p.PC,Macrophage,Peritoneal Cavity,"live	 single	 B220-	 Ly6C-	 F480+	 CD11b+	 CD64+	 Tim4+",Sieweke,Technical Duplicate 1,000008527969_H10,H10,Stephanie Vargas Aguilar,27,8799584,6038337,68.62,10456,16251,54.97047115,58.30138432,20.28441065
MF.Tim4+.PC#1.2,MF.B220n6Cn64pTim4p.PC.2,MF.B220n6Cn64pTim4p.PC,Macrophage,Peritoneal Cavity,"live	 single	 B220-	 Ly6C-	 F480+	 CD11b+	 CD64+	 Tim4+",Sieweke,Technical Duplicate 2,000008527969_A11,A11,Stephanie Vargas Aguilar,27,11769908,7809247,66.35,10894,17320,56.67884087,60.08778547,20.29168818
MF.Tim4+.PC#1.3,MF.B220n6Cn64pTim4p.PC.3,MF.B220n6Cn64pTim4p.PC,Macrophage,Peritoneal Cavity,"live	 single	 B220-	 Ly6C-	 F480+	 CD11b+	 CD64+	 Tim4+",Sieweke,Technical Duplicate 3,000008527969_B11,B11,Stephanie Vargas Aguilar,27,10913590,7564465,69.31,10940,16831,57.98025247,61.9993189,19.684713
MF.Tim4+.PC#2.1,MF.B220n6Cn64pTim4p.PC.4,MF.B220n6Cn64pTim4p.PC,Macrophage,Peritoneal Cavity,"live	 single	 B220-	 Ly6C-	 F480+	 CD11b+	 CD64+	 Tim4+",Sieweke,Technical Duplicate 1,000008527969_F11,F11,Stephanie Vargas Aguilar,27,11143676,7699455,69.09,10874,16727,58.11981854,61.89794617,19.39333993
MF.Tim4+.PC#2.2,MF.B220n6Cn64pTim4p.PC.5,MF.B220n6Cn64pTim4p.PC,Macrophage,Peritoneal Cavity,"live	 single	 B220-	 Ly6C-	 F480+	 CD11b+	 CD64+	 Tim4+",Sieweke,Technical Duplicate 2,000008527969_G11,G11,Stephanie Vargas Aguilar,27,15001299,10194024,67.95,11344,17497,60.11992859,64.43087663,19.16500857
MF.Tim4+.PC#2.3,MF.B220n6Cn64pTim4p.PC.6,MF.B220n6Cn64pTim4p.PC,Macrophage,Peritoneal Cavity,"live	 single	 B220-	 Ly6C-	 F480+	 CD11b+	 CD64+	 Tim4+",Sieweke,Technical Duplicate 3,000008527969_H11,H11,Stephanie Vargas Aguilar,27,11456205,7662790,66.89,10829,16805,56.66657101,60.32920046,20.14676316
MF.F480+ICAM2+.PC#1.1,MF.PC.11,MF.PC,Macrophage,Peritoneal Cavity,"live	 single	 F480+ ICAM2+",Sieweke,Technical Duplicate 1,000008527969_C12,C12,Stephanie Vargas Aguilar,27,12041399,8234487,68.38,11156,18488,57.64877494,61.76825212,19.83792403
MF.F480+ICAM2+.PC#1.2,MF.PC.12,MF.PC,Macrophage,Peritoneal Cavity,"live	 single	 F480+ ICAM2+",Sieweke,Technical Duplicate 2,000008527969_D12,D12,Stephanie Vargas Aguilar,27,7894266,5314211,67.32,10328,16376,55.39679428,58.8601549,20.11629126
MF.F480+ICAM2+.PC#1.3,MF.PC.13,MF.PC,Macrophage,Peritoneal Cavity,"live	 single	 F480+ ICAM2+",Sieweke,Technical Duplicate 3,000008527969_E12,E12,Stephanie Vargas Aguilar,27,13301718,9188025,69.07,11327,17773,60.61070376,65.12789996,19.15333582
MF.F480+ICAM2+.PC#2.1,MF.PC.14,MF.PC,Macrophage,Peritoneal Cavity,"live	 single	 F480+ ICAM2+",Sieweke,Technical Duplicate 1,000008527969_F12,F12,Stephanie Vargas Aguilar,27,13610436,9310213,68.4,11320,18533,59.68429153,63.72643371,18.94527968
MF.F480+ICAM2+.PC#2.2,MF.PC.15,MF.PC,Macrophage,Peritoneal Cavity,"live	 single	 F480+ ICAM2+",Sieweke,Technical Duplicate 2,000008527969_G12,G12,Stephanie Vargas Aguilar,27,15680128,10995542,70.12,11698,18555,61.51663032,65.86818476,18.63986533
